1,97
252,98
420,97
611,98
1282,97
1857,98
1953,97
2241,98
2314,97
2648,98
2960,97
3289,98
3409,97
4054,98
4269,97
4293,98
4700,97
4892,98
5108,97
5490,98
5657,97
5847,97
