iter	RMSE
852	0.4699064573
853	0.4697868717
854	0.4697660233
855	0.4696352574
856	0.4695930404
857	0.4695128616
858	0.4692867153
859	0.4691776155
860	0.4688354441
861	0.4685986521
862	0.4685472781
863	0.4685328346
864	0.4684637422
865	0.4682920276
866	0.4681792435
867	0.4680571272
868	0.4677691281
869	0.4675503024
870	0.4671281463
871	0.4670274173
872	0.4668293467
873	0.4665767577
874	0.4662385359
875	0.4660020436
876	0.465637936
877	0.4654383899
878	0.4652567522
879	0.4651986771
880	0.4650919804
881	0.4649652157
882	0.4648531214
883	0.4645083811
884	0.4643802075
885	0.4642228498
886	0.4641162032
887	0.4639971795
888	0.4638681646
889	0.463744141
890	0.4636866005
891	0.4634695156
892	0.4631388989
893	0.4628183763
894	0.462635189
895	0.4623698614
896	0.4622363669
897	0.4621049702
898	0.4619261042
899	0.4614650502
900	0.461318314
901	0.4611015082
902	0.4609539231
903	0.4607202024
904	0.4604211077
905	0.4603523218
906	0.4601514378
907	0.4601096516
908	0.4600033867
909	0.4597000848
910	0.4595905171
911	0.4594211537
912	0.4592108947
913	0.4590123731
914	0.4588451085
915	0.4586541256
916	0.4585572256
917	0.4585232237
918	0.458332804
919	0.4579523612
920	0.4578553651
921	0.4576457719
922	0.4575245018
923	0.4573393094
924	0.4572458596
925	0.4572230516
926	0.4569127498
927	0.4568754897
928	0.4567031258
929	0.4566961169
930	0.4565722065
931	0.4565385439
932	0.4563499542
933	0.4562601197
934	0.4562533582
935	0.4561385252
936	0.4559495728
937	0.4558478413
938	0.4556726455
939	0.4554780708
940	0.455191391
941	0.4551174322
942	0.454915958
943	0.4546844636
944	0.454613578
945	0.4545909653
946	0.4543304628
947	0.4541498163
948	0.4539854487
949	0.4537172156
950	0.4535147805
951	0.4534714313
952	0.4533969388
953	0.4532224654
954	0.4531542911
955	0.4530485736
956	0.452882638
957	0.4527166285
958	0.4524383469
959	0.4522823951
960	0.4521580952
961	0.4521233414
962	0.4518720844
963	0.4515437403
964	0.4513899305
965	0.4513054547
966	0.4511601722
967	0.4510754399
968	0.4509314374
969	0.4508294865
970	0.4506613128
971	0.4505813091
972	0.4503253372
973	0.4501953222
974	0.4500594177
975	0.4496363954
976	0.4494202686
977	0.4493605571
978	0.449336371
979	0.4491725537
980	0.4490106098
981	0.4487214599
982	0.4485646813
983	0.4483404597
984	0.4481545574
985	0.447980209
986	0.4478371535
987	0.4476185944
988	0.4475338622
989	0.4474233123
990	0.4472869149
991	0.4471747309
992	0.4468742528
993	0.4466115909
994	0.44640133
995	0.4462482213
996	0.4460743992
997	0.4459132438
998	0.4455727876
999	0.445537023
