1,96
303,97
375,96
711,97
1451,96
1475,97
1691,96
2216,97
2481,96
2791,97
3103,96
3869,97
4253,96
4322,97
4585,96
4943,97
5087,96
5111,97
5279,96
5446,97
5746,97
