234586,781019,681881,232189.48,778481.25,680517.25
234991,781291,682070,232285.73,778568.69,680567.63
235132,781190,682058,232389.09,778665,680622.75
235153,781448,682164,232499.72,778769.25,680682.13
235146,782051,682385,232616.75,778880.38,680745.19
235210,781766,682319,232738.69,778998.13,680811.69
235419,781894,682364,232864.69,779122.06,680881.31
235462,781927,682366,232994.28,779251.63,680953.5
235562,782119,682406,233126.63,779385.81,681027.75
235610,782289,682509,233260.72,779524.25,681103.38
235770,782155,682451,233396.25,779666.13,681180.25
235570,782777,682543,233532.66,779810.19,681257.63
235702,782614,682515,233668.67,779956,681335.06
235833,782554,682594,233803.66,780103.63,681412.25
235880,782482,682735,233937.52,780251.88,681489
236055,782857,682691,234070.13,780399.81,681565.25
236115,782992,682716,234201.48,780547.94,681640.81
236090,782921,682687,234331.28,780696.19,681715.25
236122,783188,682810,234458.97,780843.75,681788.38
236194,783168,683053,234584.16,780990.25,681860.69
236234,783089,682983,234706.52,781135.19,681932.69
236303,783190,683276,234825.75,781277.75,682003.88
236463,783485,683091,234942,781417.94,682073.69
236383,783537,683200,235055.28,781556.38,682142.69
236398,783552,683108,235165.19,781693,682210.94
236381,783787,683321,235270.48,781828.19,682278.31
236504,783775,683199,235370.45,781962.38,682344.75
236541,783668,683223,235466.16,782094.5,682410
236602,782946,682983,235558.53,782222.31,682473.38
235709,781821,682336,235645.97,782341.25,682532.88
234846,780472,681609,235723.66,782442.75,682584.06
233952,779142,680896,235785.75,782517.94,682622.13
231477,777172,679862,235825.88,782558.38,682642.5
230702,776495,679439,235835.78,782557.13,682641.31
229979,775873,679177,235808.67,782511.75,682617.13
228923,775709,679185,235742.64,782424.25,682570.75
229287,775716,679122,235639.38,782298.75,682504.13
229434,775831,679263,235502.53,782140.38,682420.5
229453,775874,679541,235337.08,781954.25,682323.38
229780,776384,679515,235148.53,781746.38,682215.56
229970,776626,679602,234942.59,781523.19,682100.31
230077,776697,679609,234724.23,781290,681980.19
230712,777321,680187,234497.95,781051.19,681857.81
231075,777301,680083,234269,780811,681736.38
231026,777415,680037,234042.27,780573.13,681617.13
231269,777651,680516,233820.58,780340.31,681500.5
231713,778163,680456,233606.58,780115.63,681387.88
232159,778469,680702,233403.83,779902.63,681281.44
232246,778656,680734,233215.08,779703.81,681182.88
232505,779127,680941,233041.56,779521.31,681092.94
233003,779200,681098,232884.69,779356.88,681012.38
233107,779269,681078,232746.19,779210.63,680941.5
233247,779611,681068,232626.64,779081.94,680880.19
233339,779378,681039,232525.56,778970,680827.75
233456,779300,681193,232442.33,778873.88,680783.5
233297,779308,681171,232375.75,778792.25,680747.13
233308,779262,681131,232323.69,778723.88,680718
233434,779342,681060,232284.42,778667.75,680695.38
233495,779309,681117,232257.7,778622.88,680678.31
233569,779523,681167,232243.09,778588.25,680666.5
233591,779536,681139,232239.63,778563.13,680659.81
233716,779641,681272,232246.53,778547.69,680657.75
233869,779714,681729,232263.44,778542.06,680660.38
234162,780083,681719,232290.38,778546.19,680668.44
234174,780043,681547,232327.34,778560.38,680682.38
234268,780239,681664,232373.63,778584.13,680701.44
234542,780941,682103,232427.72,778618,680725.63
234806,781007,682074,232489.03,778663.44,680755.63
235056,781101,681932,232559.13,778720.63,680791.25
234858,781248,682335,232638.47,778788.56,680831.5
235318,781716,682417,232725.94,778867.13,680876.38
235353,781425,682275,232821.36,778955.88,680926.13
235572,781668,682432,232924.44,779053.31,680980.56
235726,782059,682608,233034.53,779158.63,681039.25
235801,782183,682565,233151.03,779272.13,681102.06
235861,782171,682577,233273.06,779393.25,681168.38
235987,782503,682936,233399.86,779520.75,681237.38
235963,782532,682827,233530.42,779653.75,681308.81
236078,782636,682685,233663.72,779792,681382.44
236088,782600,682716,233798.88,779934.5,681457.25
236104,782927,682875,233935.06,780080.5,681532.81
236327,782990,683089,234071.75,780229.75,681609.38
236295,783069,682954,234208.56,780381.69,681687.25
236412,783241,683313,234344.69,780535.69,681765.5
236518,783369,683149,234479.58,780691.25,681843.88
236567,783301,683119,234613.28,780847.88,681922.38
236685,783317,683123,234745.72,781004.13,682000.5
236619,783612,683212,234875.81,781159.56,682077.75
236718,783660,683347,235002.39,781314.25,682154.38
236735,783604,683205,235125.88,781467.75,682230.25
236273,784206,683581,235245.86,781619.38,682304.63
236704,783872,683513,235361.13,781769.06,682377.63
236805,783812,683463,235472.16,781916.38,682449.75
237000,783863,683639,235580.13,782060.5,682521.13
237045,784187,683580,235685.53,782201.38,682591.31
236968,784292,683626,235788.31,782339.88,682660.5
237076,784199,683603,235888,782476.13,682728.5
236640,784335,683941,235984.13,782609.56,682795.63
237178,784391,683634,236076.41,782740.38,682862
237206,784412,683745,236165.41,782868.06,682927
237248,783985,683355,236251.61,782991.81,682990.13
236848,783073,682937,236334.19,783108.44,683049.81
236302,781754,682278,236410.56,783210.88,683101.88
235285,780435,681613,236476.34,783290.69,683141.81
232965,778228,680546,236525.28,783338.63,683165.13
231879,777420,680119,236548.66,783346.13,683167.75
231134,776892,679817,236537.72,783309.88,683148
230497,776409,679619,236488.72,783230.88,683106.31
230125,776309,679576,236402.13,783111.75,683044.13
230106,776364,679437,236280.42,782957,682963.75
230207,776455,679571,236128.03,782772.25,682867.38
230514,776846,679899,235950.13,782563.38,682758.5
230838,777107,680126,235752.42,782337,682641.38
230978,777329,680096,235541.16,782098.81,682519
231540,778222,680498,235321.25,781854.31,682393.75
231644,778086,680479,235096.94,781608.88,682267.69
231915,778181,680609,234873.13,781366.38,682143.25
232187,778440,680916,234653.92,781129.25,682022
