8787.000000,8672.000000,6478.000000,0.000000,21504.000000
8787.000000,8666.000000,6475.000000,0.000000,21504.000000
8782.000000,8666.000000,6469.000000,0.000000,21504.000000
8774.000000,8653.000000,6469.000000,0.000000,21504.000000
8768.000000,8642.000000,6464.000000,0.000000,21504.000000
8768.000000,8641.000000,6464.000000,0.000000,21504.000000
8769.000000,8640.000000,6463.000000,0.000000,21504.000000
8766.000000,8638.000000,6463.000000,0.000000,21504.000000
8765.000000,8637.000000,6462.000000,0.000000,21504.000000
8766.000000,8635.000000,6462.000000,0.000000,21504.000000
8766.000000,8627.000000,6459.000000,0.000000,21504.000000
8761.000000,8627.000000,6459.000000,0.000000,21504.000000
8767.000000,8638.000000,6462.000000,0.000000,21504.000000
8767.000000,8638.000000,6462.000000,0.000000,21504.000000
8771.000000,8646.000000,6466.000000,0.000000,21504.000000
8775.000000,8652.000000,6467.000000,0.000000,21504.000000
8773.000000,8650.000000,6468.000000,0.000000,21504.000000
8769.000000,8642.000000,6463.000000,0.000000,21504.000000
8764.000000,8630.000000,6460.000000,1.000000,21504.000000
8761.000000,8613.000000,6456.000000,1.000000,21504.000000
8761.000000,8607.000000,6455.000000,1.000000,21504.000000
8759.000000,8607.000000,6455.000000,1.000000,21504.000000
8760.000000,8606.000000,6455.000000,1.000000,21504.000000
8760.000000,8606.000000,6455.000000,1.000000,21504.000000
8760.000000,8606.000000,6455.000000,1.000000,21504.000000
8758.000000,8607.000000,6455.000000,1.000000,21504.000000
8760.000000,8606.000000,6455.000000,1.000000,21504.000000
8760.000000,8610.000000,6455.000000,1.000000,21504.000000
8764.000000,8621.000000,6458.000000,1.000000,21504.000000
8764.000000,8628.000000,6460.000000,1.000000,21504.000000
8766.000000,8628.000000,6460.000000,1.000000,21504.000000
8767.000000,8635.000000,6461.000000,1.000000,21504.000000
8764.000000,8630.000000,6459.000000,1.000000,21504.000000
8760.000000,8610.000000,6456.000000,1.000000,21504.000000
8759.000000,8606.000000,6455.000000,1.000000,21504.000000
8747.000000,8605.000000,6455.000000,1.000000,21504.000000
8734.000000,8604.000000,6454.000000,1.000000,21504.000000
8736.000000,8605.000000,6454.000000,1.000000,21504.000000
8736.000000,8604.000000,6455.000000,1.000000,21504.000000
8734.000000,8604.000000,6455.000000,1.000000,21504.000000
8734.000000,8603.000000,6455.000000,1.000000,21504.000000
8736.000000,8605.000000,6455.000000,1.000000,21504.000000
8736.000000,8605.000000,6455.000000,1.000000,21504.000000
8737.000000,8605.000000,6455.000000,1.000000,21504.000000
8738.000000,8606.000000,6455.000000,1.000000,21504.000000
8746.000000,8607.000000,6454.000000,1.000000,21504.000000
8756.000000,8607.000000,6454.000000,1.000000,21504.000000
8756.000000,8607.000000,6455.000000,1.000000,21504.000000
8754.000000,8606.000000,6455.000000,1.000000,21504.000000
8736.000000,8605.000000,6454.000000,1.000000,21504.000000
8733.000000,8600.000000,6453.000000,1.000000,21504.000000
8731.000000,8597.000000,6452.000000,1.000000,21504.000000
8735.000000,8598.000000,6453.000000,1.000000,21504.000000
8733.000000,8597.000000,6453.000000,1.000000,21504.000000
8729.000000,8593.000000,6451.000000,1.000000,21504.000000
8731.000000,8595.000000,6450.000000,1.000000,21504.000000
