6657,2931,1949,1442
6658,2931,1949,1442
6658,2931,1949,1442
6657,2930,1949,1441
6656,2930,1949,1441
6657,2930,1949,1441
6657,2930,1949,1441
6656,2929,1949,1441
6656,2929,1949,1440
6656,2929,1950,1440
6657,2929,1950,1440
6657,2929,1950,1440
6658,2929,1951,1440
6657,2928,1951,1440
6657,2928,1951,1440
6659,2929,1952,1440
6660,2928,1952,1440
6661,2928,1953,1441
6663,2929,1954,1441
6665,2929,1955,1441
6663,2928,1954,1441
6664,2928,1954,1442
6661,2927,1953,1441
6655,2925,1951,1440
6650,2924,1949,1440
6646,2923,1947,1439
6639,2920,1944,1438
6633,2919,1942,1437
6629,2918,1940,1436
6625,2917,1939,1435
6621,2915,1937,1434
6621,2915,1937,1434
6622,2915,1937,1434
6620,2915,1936,1434
6618,2913,1937,1434
6618,2913,1937,1434
6620,2914,1937,1434
6619,2912,1937,1434
6621,2913,1938,1435
6622,2913,1939,1435
6621,2912,1938,1435
6621,2912,1938,1434
6623,2913,1939,1435
6622,2912,1939,1435
6621,2911,1939,1434
6622,2912,1940,1434
6623,2912,1940,1435
6621,2911,1940,1434
6623,2911,1941,1434
6623,2911,1941,1434
6621,2910,1941,1434
6621,2910,1941,1434
6623,2910,1941,1434
6622,2909,1941,1434
6624,2910,1942,1434
6626,2910,1943,1434
6626,2910,1944,1434
6626,2909,1944,1434
6626,2910,1944,1434
6624,2909,1943,1434
6619,2907,1941,1433
6613,2905,1939,1432
6607,2904,1937,1431
6601,2901,1934,1430
6595,2900,1932,1429
6591,2899,1930,1428
6586,2897,1928,1427
6583,2896,1927,1427
6582,2896,1927,1427
6581,2895,1926,1426
6579,2894,1926,1426
6578,2894,1925,1426
6577,2894,1925,1426
6576,2893,1925,1425
6577,2893,1925,1425
6576,2893,1925,1425
6576,2892,1925,1425
6577,2892,1926,1425
6577,2892,1926,1425
6577,2892,1926,1426
6579,2892,1927,1426
6579,2892,1927,1426
6580,2892,1928,1426
6582,2892,1929,1426
6583,2893,1929,1426
6585,2893,1930,1427
6587,2894,1931,1427
6589,2894,1932,1427
6592,2895,1933,1428
6594,2896,1934,1428
6596,2896,1935,1428
6599,2897,1936,1429
6602,2898,1937,1430
6604,2899,1938,1430
6606,2900,1939,1430
6609,2900,1940,1431
6608,2900,1939,1431
6606,2900,1938,1430
6603,2899,1937,1430
6599,2898,1935,1429
6594,2897,1933,1428
6591,2897,1932,1428
6587,2896,1930,1427
6582,2895,1928,1426
6579,2894,1927,1425
6579,2894,1927,1425
6579,2894,1927,1425
6578,2894,1926,1425
6579,2895,1926,1425
6580,2895,1927,1425
6580,2895,1927,1425
6581,2895,1927,1426
6585,2897,1929,1426
6585,2897,1929,1426
6586,2897,1929,1426
6590,2898,1930,1427
6592,2899,1931,1427
6593,2899,1932,1428
6596,2900,1933,1428
6600,2902,1935,1429
6602,2902,1935,1429
6604,2902,1936,1429
6608,2904,1938,1430
6612,2905,1939,1431
6614,2905,1940,1432
6618,2907,1941,1433
6622,2908,1943,1433
6627,2909,1944,1434
6631,2910,1946,1436
6639,2912,1949,1437
6641,2913,1950,1438
6644,2914,1951,1438
6649,2915,1952,1439
6649,2916,1953,1440
6645,2914,1951,1439
6643,2914,1950,1439
6641,2914,1949,1438
6636,2913,1947,1437
6636,2912,1945,1437
6633,2912,1945,1437
6632,2912,1943,1436
6628,2911,1942,1435
6625,2910,1942,1435
6626,2910,1943,1436
6629,2912,1943,1436
6629,2911,1944,1436
6632,2912,1945,1437
6636,2913,1946,1438
6637,2913,1946,1438
6640,2914,1947,1439
6644,2915,1949,1440
6646,2916,1949,1440
6647,2916,1950,1440
6649,2917,1951,1441
6653,2918,1952,1441
6654,2918,1953,1442
6656,2919,1954,1442
6659,2920,1954,1442
6660,2920,1955,1443
6662,2921,1956,1443
6665,2922,1957,1444
6668,2923,1958,1444
6670,2923,1959,1445
6673,2924,1960,1445
6675,2924,1961,1445
6677,2925,1962,1446
6679,2926,1963,1446
6682,2926,1964,1447
6685,2927,1965,1447
6686,2927,1965,1447
6688,2928,1966,1448
6688,2928,1967,1448
6686,2927,1966,1448
6683,2926,1964,1447
6678,2926,1962,1446
6675,2924,1961,1446
6671,2923,1959,1445
6668,2923,1958,1445
6665,2922,1956,1444
6662,2921,1955,1444
6661,2921,1955,1443
6660,2921,1955,1443
6661,2921,1955,1444
6661,2921,1955,1444
6660,2921,1954,1443
6661,2921,1955,1443
6661,2921,1955,1444
6661,2921,1955,1444
6662,2921,1955,1444
6663,2921,1956,1444
6664,2922,1956,1444
6664,2922,1956,1444
6666,2922,1957,1444
6667,2922,1957,1444
6667,2922,1958,1444
6668,2923,1958,1444
6669,2923,1959,1444
6670,2923,1959,1445
6670,2923,1960,1445
6671,2923,1960,1445
6671,2923,1960,1444
6671,2923,1960,1444
6672,2923,1961,1444
6672,2923,1961,1444
6673,2923,1961,1444
6674,2924,1962,1444
6675,2924,1962,1444
6675,2924,1963,1444
6676,2924,1963,1444
6675,2923,1963,1444
6672,2922,1962,1444
6668,2921,1960,1443
6664,2920,1959,1442
6660,2919,1957,1441
6656,2918,1956,1441
6652,2917,1954,1440
6648,2916,1953,1439
6646,2916,1952,1439
6644,2915,1951,1439
6644,2915,1951,1439
6643,2914,1950,1438
6643,2915,1950,1438
6641,2914,1950,1438
6642,2914,1950,1438
6641,2914,1950,1438
6641,2913,1950,1438
6640,2913,1950,1437
6640,2913,1950,1437
6640,2913,1950,1437
6640,2913,1950,1437
6643,2913,1951,1438
6645,2914,1952,1438
6647,2914,1953,1439
6650,2915,1954,1439
6652,2915,1955,1440
6653,2915,1956,1440
6656,2916,1957,1441
6658,2916,1958,1441
6659,2916,1959,1441
6661,2917,1959,1442
6664,2918,1961,1442
6666,2918,1961,1443
6666,2918,1962,1443
6668,2918,1962,1443
6668,2918,1963,1443
6668,2917,1962,1442
6666,2916,1961,1442
6664,2916,1960,1442
6660,2915,1958,1441
6655,2913,1958,1440
6652,2912,1957,1440
6649,2912,1956,1440
6646,2910,1954,1439
6642,2909,1953,1439
6641,2909,1952,1438
6639,2908,1951,1438
6638,2908,1951,1438
6639,2908,1952,1438
6638,2907,1951,1438
6636,2906,1951,1438
6638,2907,1951,1438
6637,2907,1951,1438
6636,2906,1951,1438
6637,2906,1951,1438
6638,2907,1952,1438
6638,2906,1952,1438
6638,2906,1952,1438
6639,2906,1953,1438
6639,2906,1953,1438
6639,2906,1953,1438
6642,2907,1954,1438
6642,2906,1954,1438
6642,2906,1954,1438
6643,2907,1955,1439
6645,2907,1955,1439
6644,2906,1955,1438
6645,2906,1956,1439
6646,2907,1957,1439
6647,2907,1957,1439
6648,2907,1957,1439
6650,2907,1959,1440
6651,2907,1959,1440
6651,2907,1959,1440
6652,2907,1959,1440
6650,2906,1959,1439
6646,2905,1957,1439
6640,2903,1955,1438
6636,2902,1954,1437
6630,2900,1951,1436
6626,2899,1950,1435
6621,2898,1947,1434
6617,2897,1946,1434
6612,2895,1944,1433
6612,2895,1944,1433
6610,2894,1943,1432
6608,2894,1943,1432
6606,2893,1942,1431
6604,2892,1941,1431
6603,2892,1941,1431
6604,2892,1941,1431
6602,2891,1941,1430
6600,2890,1940,1430
6598,2889,1940,1430
6597,2889,1940,1429
6597,2888,1940,1429
6596,2888,1940,1429
6597,2888,1940,1429
6599,2889,1941,1429
6601,2889,1942,1429
6602,2890,1942,1430
6605,2891,1943,1430
6606,2892,1944,1430
6608,2893,1944,1430
6610,2894,1945,1431
6611,2894,1946,1431
6613,2895,1946,1431
6619,2897,1948,1432
6625,2899,1951,1433
6629,2901,1952,1434
6632,2902,1953,1434
6635,2903,1954,1435
6637,2903,1955,1436
6636,2903,1955,1435
6634,2903,1954,1435
6631,2902,1952,1435
6627,2901,1951,1434
6624,2900,1949,1434
6622,2900,1948,1433
6619,2899,1947,1433
6615,2898,1945,1432
6613,2898,1945,1432
6614,2898,1945,1432
6613,2898,1944,1432
6613,2898,1944,1432
6614,2898,1944,1432
6614,2898,1945,1432
6614,2898,1945,1432
6617,2899,1946,1433
6618,2900,1946,1433
6619,2900,1946,1433
6621,2900,1947,1434
6625,2902,1948,1434
6627,2902,1949,1435
6629,2903,1950,1435
6633,2904,1952,1436
6637,2905,1953,1437
6639,2905,1954,1437
6642,2906,1955,1438
6645,2907,1956,1439
6647,2908,1957,1439
6648,2908,1957,1439
6648,2909,1959,1440
6651,2909,1959,1440
6652,2909,1960,1440
6654,2910,1961,1441
6657,2910,1961,1442
6661,2911,1962,1442
6662,2912,1963,1442
6664,2912,1964,1442
6665,2912,1964,1442
6663,2912,1963,1442
6660,2911,1962,1442
6658,2910,1961,1441
6655,2910,1960,1441
6653,2909,1958,1441
6650,2908,1957,1441
6650,2908,1957,1441
6648,2908,1956,1440
6648,2908,1956,1440
6649,2908,1956,1441
6648,2908,1956,1441
6648,2908,1956,1441
6649,2908,1956,1441
6650,2909,1957,1441
6651,2909,1957,1441
6652,2909,1957,1441
6654,2910,1958,1442
6655,2910,1959,1442
6656,2910,1959,1442
6658,2911,1960,1442
6659,2911,1960,1443
6660,2911,1961,1443
6661,2912,1961,1443
6664,2913,1962,1443
6665,2913,1963,1444
6667,2913,1963,1444
6670,2914,1965,1445
6671,2914,1965,1445
6673,2915,1966,1445
6675,2916,1967,1445
6677,2916,1968,1446
6677,2916,1968,1446
6679,2917,1969,1446
6681,2917,1970,1446
6682,2918,1970,1446
6683,2918,1970,1446
6683,2918,1970,1446
6681,2917,1970,1446
6677,2916,1968,1445
6672,2915,1966,1444
6667,2914,1964,1443
6662,2912,1962,1443
6657,2911,1960,1442
6652,2910,1958,1441
6649,2909,1956,1440
6647,2908,1956,1439
6645,2908,1955,1439
6645,2908,1955,1439
6644,2908,1955,1439
6643,2908,1954,1439
6644,2908,1954,1439
